peak_force,mean_force,loading_rate,impact_peak,braking_force,propulsive_force,contact_time,speed,cadence,vertical_stiffness,symmetry_index,injury_risk
2.645553024836886,0.9232331233560428,0.2758295250973256,0.3456393370050523,1.8068792495779185,1.172309699794967,0.72,3.885208802519167,171.83100087861854,3.6743792011623415,0.6147792001273567,0
2.578091342649035,0.9358482338004444,0.3371086450805312,0.29588948067101,1.8678942483672512,1.17609434978987,0.7,5.04840339862751,168.89165225029006,3.682987632355765,0.597641032167083,0
2.7304540046120813,0.9401074004054968,0.3122753396854573,0.3621985375265379,1.864660347625965,1.1763359016117878,0.7,3.5809535333266047,177.19955024849088,3.9006485780172593,0.5987477189292467,0
2.523066835905737,0.9443017871651824,0.2548935374597157,0.3117923442798872,1.8943071709291692,1.1928734742155178,0.7,5.354038552512115,169.8731913640555,3.604381194151054,0.598139289475525,0
2.705062940432929,0.9280173280444174,0.3327367913706248,0.2753926320748747,1.8945119458649564,1.169286735287772,0.71,3.2666756584730896,169.0050636186032,3.809947803426661,0.5862520591626186,0
2.55887199167817,0.9220872152691632,0.291427633719852,0.2870673729911945,1.825585065657517,1.1846962200423097,0.69,5.485398091771488,173.62941014586755,3.7085101328669134,0.6152396179068718,0
2.567766499655406,0.9360271614319058,0.3232083906368435,0.3213250053084768,1.8969704519680453,1.1631770767839529,0.73,4.710003985205501,160.75522143027374,3.517488355692337,0.5824708501007733,0
2.5297683248339364,0.9330017179447188,0.281893397443252,0.2763507636964533,1.8470328671370069,1.176669646591979,0.69,3.055677912285076,165.57234405060026,3.6663309055564297,0.6043398991626681,0
2.609453862369828,0.9564826817753332,0.2845285554603782,0.2950027277193553,1.892796343302,1.2024114472963192,0.72,3.761380007819868,176.67351438931945,3.62424147551365,0.6033789912038688,0
2.606351322930708,0.936403157584141,0.2805359932887827,0.3379852571127521,1.872174268993216,1.1437289323504087,0.71,4.447343128316629,162.59684673070515,3.670917356240434,0.5799329959488194,0
2.55127169674828,0.9496352163551798,0.252634819404095,0.3495639651973484,1.896420011613862,1.1835021615288306,0.73,4.928060706201644,176.38028621399417,3.494892735271617,0.5928122111800078,0
2.609540741240529,0.944326937034711,0.3045660247727341,0.3105176001648106,1.895473247518733,1.1466694046029449,0.71,5.021416275393303,172.69192979851542,3.6754094947049705,0.574635318227778,0
2.69824819211833,0.9381833713256,0.2920123244208235,0.2951626770466812,1.8726730804643623,1.1655556847243445,0.69,5.684979681708716,176.02370629978324,3.9105046262584495,0.5908509099997327,0
2.516520408797719,0.93012707753006,0.273500385237076,0.3069426738443871,1.8408574202496848,1.201280169964828,0.69,4.314445284385455,161.56133231557257,3.6471310272430713,0.6189430287003191,0
2.571556266037467,0.960058538151852,0.2930594624588272,0.3122298454584389,1.882514103686613,1.1631063354559552,0.73,3.0376928203239766,174.10866273702783,3.522679816489681,0.5866825024311724,0
2.66914253597441,0.9237030932563144,0.2955193447609732,0.3208314155404464,1.8675250612938716,1.1571114217126783,0.7,3.800490719950704,175.57297711971142,3.813060765677729,0.5881050485586933,0
2.598577850260667,0.950114526448554,0.3718271275693674,0.3021214879079957,1.8868328140552757,1.180864395812574,0.73,3.279039738543214,160.50380299597637,3.559695685288585,0.5943451242897185,0
2.5502987277623386,0.9398826173630438,0.2967862909749987,0.3430141471081158,1.87784374688109,1.1419573827081102,0.69,5.514885229889023,174.54837067572885,3.6960851126990417,0.5773749238325275,0
2.4858624512355,0.928701104981718,0.3075027438458964,0.2640415496295673,1.8418339246019435,1.1632733222559772,0.73,3.449949288400566,169.7568121544035,3.4052910290897263,0.5990591201018577,0
2.5383421589738,0.942281505756644,0.3135680539831423,0.2858101357724952,1.8577190452835328,1.1705477267902005,0.72,4.07483081449433,160.25801880893997,3.525475220796944,0.5979140518708456,0
2.515629909591768,0.9224573325693046,0.2948500825579453,0.2726385587796092,1.8274796743251895,1.160711859708764,0.73,3.4359747322020304,172.93961312499567,3.4460683693037923,0.602191491391539,0
2.740249690106022,0.9316061044694012,0.2888868162946696,0.3027905346508026,1.8546786110809963,1.1748262288018956,0.71,4.549530909763977,164.82969308419823,3.85950660578313,0.6010329381729823,0
2.6286816023128656,0.9334838192003652,0.3093756996636094,0.3216518453913832,1.863100340307266,1.1539703575674158,0.73,3.586899363425759,179.3008924639122,3.600933701798446,0.5878305524549985,0
2.542938271006753,0.932396172986252,0.236711897615146,0.3695471206878502,1.8871682781825228,1.165143403269434,0.73,5.291565610975022,179.56165408142394,3.4834770835708944,0.5863335360481307,0
2.603719918606876,0.9423872658203868,0.3219295366263889,0.3092726829618593,1.87645152858586,1.185596574942949,0.68,4.473018893249738,160.06127711013548,3.828999880304228,0.5998611945678406,0
2.762077033622387,0.9378471426241062,0.2829052899141715,0.3028825575013615,1.8819162532250029,1.1909521251218522,0.7,4.488098116353847,162.6855033739749,3.945824333746268,0.600909409357695,0
2.629315511555668,0.9359121580880374,0.3193501176172212,0.2555421204468543,1.8852500544138628,1.154554660150262,0.68,5.853669422564842,170.29154524000893,3.866640458170099,0.5815663662032436,0
2.694403891319759,0.9390878773239244,0.3150318965593888,0.3727227859042729,1.8779375861577308,1.1259527145636548,0.72,3.963701532437301,172.56937738786408,3.742227626832999,0.5692559373174607,0
2.5480669304804784,0.9290103613050252,0.2955195232313821,0.2988641980565815,1.8833175235552575,1.108694043020504,0.73,4.142191951002228,172.64975154873412,3.490502644493806,0.5590098558868577,0
2.613320457527293,0.9378237311237414,0.2857424236972768,0.2786752789794386,1.8927271549119773,1.1796774392099485,0.71,4.775878921661526,174.41633618135168,3.680733038770835,0.5919914506620235,0
2.6190143229186136,0.9230324281106502,0.3300547411330997,0.2756058239676165,1.828190976877179,1.1816328701880272,0.7,4.023620145869334,163.49944994996744,3.741449032740877,0.6128194169343913,0
2.649273990649821,0.9163273970242564,0.2813274165444501,0.3044392781706723,1.848239769416924,1.1692514422139464,0.71,5.486868346177344,165.9975280371937,3.731371817816649,0.6001578761344576,0
2.5558812117167253,0.9450644990469026,0.347684820138238,0.3197494340875403,1.8861568871315344,1.1659641391689026,0.73,4.639889490494669,170.76118049705116,3.50120713933798,0.5870453370140473,0
2.715737351542717,0.9409915905337246,0.3661347185968489,0.3349155625065182,1.865157322941516,1.1856830600013757,0.72,3.007980360595645,162.83261737066346,3.7718574326982175,0.6033527423782051,0
2.4558290288397417,0.9334097914982818,0.3360630258987175,0.3177751292069675,1.8636948880932471,1.1348552011883126,0.68,3.9662613439703622,176.22655912573398,3.611513277705502,0.5779182947765679,0
2.549262628693812,0.9426365774822832,0.3194332489442285,0.2908743161496364,1.8365767332418688,1.1664003708928354,0.7,4.497269181946582,175.69175727987667,3.6418037552768734,0.6023001055787018,0
2.5731979980983786,0.9429834671534564,0.2585166750136914,0.291193450632753,1.8493064672662296,1.20031951046869,0.76,5.341573476761495,173.64152727758875,3.3857868396031296,0.6157674694180114,0
2.6338683943538497,0.9179905177103674,0.3070019784156101,0.3230625685599168,1.8515055946927157,1.1225202095844184,0.71,5.221890736544593,166.6451017333454,3.709673794864577,0.5752072720863354,0
2.4904806086201194,0.9148577042998316,0.2842932056498198,0.2518949945363352,1.8325265010985805,1.1344219365907584,0.7,5.01048714953691,171.63194436473506,3.557829440885885,0.5870149443983693,0
2.6845384794241567,0.940164560307994,0.3239756088749609,0.3118415686427008,1.8508361974314336,1.1961258248834663,0.71,5.50183671461028,160.10520328655275,3.7810401118650097,0.6131349348850221,0
2.7159818067527848,0.924127683107201,0.2928329988539907,0.2571575841772112,1.841619059385508,1.1559659821835708,0.69,3.642626470442553,172.00024652495046,3.936205517033022,0.5953618845034493,0
2.475343211455193,0.9271255890866128,0.2661691806160545,0.313158420359661,1.8549954189360467,1.1611359497853424,0.73,4.379033963307904,160.99378558377586,3.390881111582457,0.5939328238514539,0
2.548028570940216,0.9196332871401912,0.3291635490700726,0.2242223955138856,1.8574511125488544,1.157095619632437,0.7,4.622071839687522,164.4141272041109,3.64004081562888,0.5911236363526591,0
2.501592339649674,0.9224112929112748,0.3190779688969709,0.2455859838830792,1.8649275904228169,1.1448708103683645,0.71,5.920657430212688,166.966237246011,3.523369492464331,0.5826529262190313,0
2.635958258710149,0.9277741118632076,0.3636282080138628,0.3275048826351514,1.816724329925363,1.1829088872602065,0.73,5.928898443335554,172.910069836395,3.610901724260478,0.6171512871161126,0
2.5709844338390706,0.9375383940004046,0.2433581511275489,0.2831110422931978,1.861939019567576,1.1730018705582066,0.69,4.49205292941976,164.83995865863187,3.7260643968682183,0.5978788631344636,0
2.636173787925609,0.9296683666955262,0.2879985002577781,0.3239733243911875,1.856533591321044,1.1553092259428153,0.68,3.4262864042155066,162.6110257575806,3.8767261587141313,0.5904878050996073,0
2.5997038680043976,0.9267392435777396,0.3072708693087111,0.3117754618598217,1.8801644225976195,1.1358477599553976,0.68,5.662576862817307,169.9284996838713,3.8230939235358794,0.5736128510305067,0
2.4831576001437643,0.9278785074497724,0.2681264284768054,0.2749211962067334,1.8539225749331725,1.1947819854366215,0.69,3.080175136444241,175.01664162277788,3.598779130643137,0.611478674111478,0
2.6653614311590776,0.9440076357197216,0.3086450053630115,0.2664005840034987,1.889181241137032,1.1677907210809837,0.73,4.355746591341446,167.81191016838946,3.651180042683668,0.5870710506064621,0
2.523548005853245,0.9366813158858524,0.2934660704512097,0.2719950690435065,1.8597708699530056,1.1803522182139037,0.74,4.4947457096687415,177.16701629027068,3.4102000079097903,0.6022909291646976,0
2.5654169804840894,0.929843846833046,0.3099057817684976,0.3056560908935715,1.85319957186823,1.151606539391787,0.69,3.4409618187120574,178.82519838193178,3.7179956238899847,0.5896000367695547,0
2.67746565186324,0.9458828942128652,0.2865123628379924,0.330618798235666,1.8687068875837065,1.1918843881158414,0.74,4.114572850574877,174.28089188052252,3.618196826842216,0.6054148515621345,0
2.5377620737445605,0.9131122625292974,0.2976140835066936,0.2907985861062204,1.842409531797416,1.1435162580464462,0.67,5.015012951602449,176.1504070745826,3.787704587678448,0.5887101763695987,0
2.502378420312964,0.9261389200446556,0.282608341688789,0.2881042377775989,1.824727011555372,1.18593170726004,0.72,5.09560264697941,171.083497393502,3.475525583768006,0.6161557977521647,0
2.454905996358146,0.935122156330254,0.2730444042348708,0.2650936926263104,1.847162042580748,1.163351790596875,0.7,5.336172178695226,171.5213337082233,3.507008566225923,0.5974601831571145,0
2.4683427566435223,0.933286141640144,0.2771458520393104,0.3047415209259522,1.858138455872563,1.1687460638770608,0.73,4.7200576779541965,160.73355467514122,3.38129144745688,0.596865895959465,0
2.635766643142865,0.92094327266094,0.2843304351080289,0.2926398579012444,1.83257090427456,1.183065907754744,0.69,3.880855337652372,170.6166811632268,3.819951656728791,0.612172058027976,0
2.502360053434836,0.9075414153128548,0.3732218710929831,0.3266977788212565,1.84539734245008,1.128354468270357,0.72,3.036870616700116,170.55284554820642,3.475500074215049,0.5800123417714145,0
2.6242165141403944,0.9408879252083192,0.245234972696897,0.24811614264997,1.864381461181972,1.1977975214608456,0.71,4.817903512460136,171.18524720476725,3.696079597380837,0.6097581071347153,0
2.6287824498679715,0.9447163923713112,0.2768941422979442,0.2586745153225643,1.8783325921091316,1.1677747834337358,0.72,4.689306109228847,164.48358800871776,3.651086735927738,0.5902823357870037,0
2.487540910764844,0.9280501403508208,0.2433829437677052,0.303946160448858,1.8523607594314055,1.1777922034681976,0.72,4.901451674290945,167.74159118070804,3.4549179316178398,0.60326566070259,0
