fsr_forefoot_left,fsr_forefoot_right,fsr_midfoot_left,fsr_midfoot_right,fsr_heel_left,fsr_heel_right,speed_kmh,cadence_spm,stride_length_m,ground_contact_time_ms,risk_level,left_pressure,right_pressure,pressure_imbalance,total_pressure,forefoot_pressure,midfoot_pressure,heel_pressure,forefoot_heel_ratio,left_right_ratio
48.3857714040576,47.472238648584366,39.798865861093816,36.09660017719209,58.22703219988979,49.203098174852045,8.854813290422294,178.0917483314336,1.14797345939211,253.0521161751978,0,146.4116694650412,132.7719370006285,13.639732464412702,279.1836064656697,95.85801005264196,75.8954660382859,107.43013037474184,0.8840532582719417,1.0944871753210341
33.62059557460367,77.10381440222868,44.1491027150309,2.947256415562933,62.51353133177715,55.150006242954646,11.139123578335871,153.4611565809702,1.1430883666363103,276.73578589436784,1,140.28322962141172,135.20107706074626,5.082152560665463,275.484306682158,110.72440997683235,47.09635913059383,117.6635375747318,0.9330954751547031,1.0299715145339474
68.56454604516117,21.84324529881909,48.6214659695662,7.68964171975162,48.3703072932081,14.67609785060393,10.776811449614616,156.66515485689487,1.3807917480214025,267.73409265265,1,165.55631930793547,44.20898486917464,121.34733443876083,209.76530417711012,90.40779134398025,56.31110768931782,63.04640514381203,1.4115982175888788,3.662022489268911
46.940519584743384,44.718734874078486,24.906228673174752,19.4659044319991,38.09723766762795,37.550212325149445,8.470478868507596,150.15656089868585,1.3909195324355186,311.5118995333453,0,109.94398592554609,101.73485163122703,8.209134294319057,211.67883755677312,91.65925445882186,44.37213310517385,75.6474499927774,1.195855236768595,1.0701722363915673
62.272119416147675,67.54106168901704,33.842064982831495,24.53261614743858,51.635978685607625,37.935244992342035,9.908363248059336,184.82297204240854,1.1377381876998267,289.52151753819464,0,147.7501630845868,130.00892282879767,17.741240255789137,277.75908591338447,129.81318110516472,58.374681130270076,89.57122367794966,1.4332718034897087,1.127787023160755
77.63423081452636,44.19255118422558,32.351817449271884,56.0404497084947,44.61676164302627,50.629106602850854,8.28952565792926,186.82892628234967,1.1099412106016353,227.99613726493106,0,154.60280990682452,150.86210749557114,3.7407024112533804,305.46491740239566,121.82678199875194,88.39226715776658,95.24586824587712,1.2657871368308906,1.0180473092099904
44.726994089093594,54.23770510461574,25.28141796996662,37.42262828229644,42.90624386688087,41.29977534162756,9.258083517598205,166.98030314926453,1.3723516182620474,253.96927062065603,0,112.91465592594109,132.96010872853975,20.04545280259866,245.87476465448083,98.96469919370934,62.704046252263055,84.20601920850842,1.1614754463711292,0.8428976133093046
72.79456202402886,47.236805225340284,34.93217324724412,27.90997628091359,54.01694253488027,21.92335795085657,9.28838285169128,132.83852598459623,1.328038456165651,315.71905861521503,1,161.74367780615324,97.07013945711044,64.6735383490428,258.8138172632637,120.03136724936914,62.84214952815771,75.94030048573684,1.560058467299858,1.6492652983010134
45.359090818500846,44.293702549450686,49.85701030795634,31.64107312195422,45.4918671271553,39.11633209917935,14.130127337946284,132.97602785141143,1.0760262919977366,304.6266579195685,1,140.70796825361248,115.05110777058425,25.656860483028225,255.75907602419673,89.65279336795153,81.49808342991057,84.60819922633465,1.0472454061429748,1.2124655331319298
52.80524270674192,45.112774156336,33.30617805104461,33.84010359180122,23.0249899473797,26.440667128115635,7.163955872106584,167.76640400653608,1.1003177631526209,242.06558953694133,0,109.13641070516624,105.39354487625285,3.742865828913395,214.52995558141907,97.91801686307792,67.14628164284582,49.465657075495336,1.9402901406117643,1.0257803782372665
38.0288246008568,55.88459884090641,38.85564582888864,34.640678635307005,75.08419696207122,33.79349912542354,10.957422650548843,145.75748530418215,0.9579094360678053,265.1113297918571,1,151.96866739181667,124.31877660163696,27.64989079017971,276.2874439934536,93.91342344176321,73.49632446419565,108.87769608749475,0.8547087060050903,1.2126568062094503
46.416355488880384,32.60152058367261,37.48923355031944,42.463913953245765,42.534289457404256,39.67163731220076,9.950376101613202,160.55162501740583,1.0218366556803626,275.11628460186046,0,126.43987849660408,114.73707184911913,11.702806647484948,241.1769503457232,79.017876072553,79.9531475035652,82.20592676960501,0.9496664377208535,1.0924751808257054
