timestamp,latitude,longitude,speed_kmh,pace_min_per_km,distance_m,duration_sec,cadence_spm,stride_length_m,calories,left_S1,right_S1,left_S2,right_S2,left_S3,right_S3,left_S4,right_S4,left_S5,right_S5,left_S6,right_S6,avg_forefoot_pressure,avg_midfoot_pressure,avg_heel_pressure,left_total_pressure,right_total_pressure,left_right_imbalance,pressure_variability,high_pressure_zone,previous_avg_forefoot_pressure,delta_avg_forefoot_pressure,previous_avg_midfoot_pressure,delta_avg_midfoot_pressure,previous_avg_heel_pressure,delta_avg_heel_pressure,previous_left_right_imbalance,delta_left_right_imbalance,previous_pressure_variability,delta_pressure_variability,injury_location,injury_risk
2026-01-01 06:00:00,13.757616339152337,100.49884282422356,7.3862948383340585,8.123152583702263,123.1049139722343,60,160.91615049792986,0.7650252233309423,8.672494979515964,455.93901650486924,471.43695249707196,642.7090651385679,643.5707628603349,484.617388740617,468.2766786356465,677.533461424595,630.8009365427698,458.5896358669654,484.58706318683926,755.3373190215747,662.5543501263584,553.413949250211,565.307116335907,590.2670920504344,3474.7258866971893,3361.2267438490207,0.016603266432976972,108.26918250200629,outer heel,553.413949250211,0.0,565.307116335907,0.0,590.2670920504344,0.0,0.016603266432976972,0.0,108.26918250200629,0.0,achilles_risk,high
2026-01-01 06:01:00,13.75865670437334,100.49762602760336,8.945610226887375,6.917379473922637,298.1870075629125,120,166.89805756653564,0.8888815652922963,14.839586644154014,477.1348095700439,496.05419820155333,717.3982591480353,674.2763890371352,478.07821937763777,462.9680009559059,671.1965924390838,658.3079845325659,458.54661955099976,494.97518146809796,743.8593186951459,710.6914106860106,591.2159139891919,567.6376993262983,602.0181326000636,3546.213818780947,3497.2731648812687,0.006948355837555875,116.48542089966816,outer heel,591.2159139891919,0.0,567.6376993262984,0.0,602.0181326000636,0.0,0.009378573575882903,0.0,118.87081959841613,0.0,metatarsalgia_risk,high
2026-01-01 06:02:00,13.759704591893216,100.49652696171981,9.290444295563903,6.615571755434547,464.5222147781952,180,167.70180532397026,0.9200656975060125,20.80127809166744,481.11415059814,487.7082854200351,720.171703565944,707.9930217206738,463.1161548053822,459.3501393686269,684.1674998161872,678.4055035932055,460.62077535362755,471.9731807135809,730.6628294785027,698.1017331884897,599.2467903261982,571.2598243958505,590.3396296835501,3539.853113617784,3503.5318640046116,0.005156788920180977,122.49983469309353,outer heel,599.2467903261982,0.0,571.2598243958504,0.0,590.3396296835502,0.0,0.006776882184716359,0.0,125.75353753185681,0.0,metatarsalgia_risk,high
2026-01-01 06:03:00,13.760847474806054,100.49529097326268,9.732472971207219,6.318094241273357,648.8315314138146,240,166.34611037611177,0.9739881802538101,27.028179500010683,474.1510729823857,489.43128933944865,706.8147105597683,709.2739767112788,473.6961598022754,464.4195899545169,681.1831915976094,689.9494108800393,473.3712220935714,471.0662357524611,726.2218678908671,702.2601601300821,594.9177623982204,577.3120880586102,593.2298714667454,3535.4382249264772,3526.400662767827,0.0012797746171183447,119.80554200035833,outer heel,594.9177623982204,0.0,577.3120880586102,0.0,593.2298714667454,0.0,0.007640321037012022,0.0,122.97294446088749,0.0,metatarsalgia_risk,high
2026-01-01 06:04:00,13.761976388188753,100.49419344116272,9.857798976815955,6.212876849290311,821.4832480679963,300,166.87301394224664,0.9835355256205668,33.196913971987385,473.2581345874776,490.74997192124056,699.0526335365961,699.8972692820664,464.80437286314054,465.761817016413,674.893355948158,706.8031321707157,466.87808555444064,471.21928458582744,708.5913456303217,695.0833701785602,590.7395023318452,578.0656694996068,585.4430214872875,3487.4779281201345,3529.514845154824,0.00599073112841044,118.11069648173634,outer heel,590.7395023318452,0.0,578.0656694996068,0.0,585.4430214872875,0.0,0.013317549161026709,0.0,121.85380276276564,0.0,metatarsalgia_risk,high
2026-01-01 06:05:00,13.763123087895485,100.4931203426354,9.937919179684622,6.144653791412691,993.7919179684623,360,166.63846074136953,0.9931722470674322,39.332537149496524,467.1772505572015,488.1895268788862,702.1847467910516,691.2316341244072,465.02079656198543,469.5987645244865,689.3624502405128,701.9453464229555,469.6893963625341,480.43951784718047,709.2756045864717,698.5906248996445,587.1957895878866,581.4818394374851,589.4987859239577,3502.7102450997572,3529.9954146975606,0.003879754239364785,117.98124478156673,outer heel,587.1957895878866,0.0,581.4818394374851,0.0,589.4987859239577,0.0,0.012187157523536189,0.0,121.97409534520192,0.0,metatarsalgia_risk,high
2026-01-01 06:06:00,13.76396442611728,100.4924098961762,9.555306946751715,6.447543247268716,1114.7858104543668,420,165.87519991095218,0.9584529869819376,44.93280766740977,458.7620576945018,485.39070929721976,690.6461805889948,685.2225695297711,465.07056063324393,457.81482972941507,690.4862532190731,698.5747611398243,476.76692409310436,473.13709913936293,723.0776052072887,688.191591095086,580.0053792776218,577.9866011803891,590.2933048837106,3504.809581436207,3488.3315599306793,0.002356311873652061,118.90826947907645,outer heel,580.0053792776218,0.0,577.986601180389,0.0,590.2933048837104,0.0,0.016347076580591775,0.0,123.72550195108765,0.0,metatarsalgia_risk,high
2026-01-01 06:07:00,13.764721495238039,100.49171818404331,9.205023452658075,6.75221143166492,1227.33646035441,480,165.31082591346782,0.9323963636091954,50.12413157886449,464.83568900526154,478.16313524517716,690.367835446228,689.0660999690398,467.2148674664336,453.64959816459356,685.3401672385312,700.4056075620286,468.7784523840511,466.7304219028474,712.5012703238584,687.7505504014592,580.6081899164267,576.6525601078968,583.9401737530541,3489.038281864364,3475.7654132451457,0.0019057060615416848,119.22251347518785,outer heel,580.6081899164266,0.0,576.6525601078968,0.0,583.9401737530541,0.0,0.014472968604297792,0.0,124.2160037381376,0.0,metatarsalgia_risk,high
2026-01-01 06:08:00,13.765483432612356,100.49086374922646,9.017406424762253,6.888906859335416,1352.6109637143381,540,165.23455079725645,0.9133492003480966,55.14242108918485,469.6516293401763,474.4226269321221,684.2027861161041,691.0327886470783,465.7300827900348,455.61835812909794,691.922053757554,701.8473030905225,472.18532295793204,466.37278989202673,716.1118816306986,687.9577973599396,579.8274577588702,578.7794494418023,585.6569479601492,3499.8037565924997,3477.2516640507874,0.0032323224027985312,119.50800687581784,outer heel,579.8274577588702,0.0,578.7794494418023,0.0,585.6569479601493,0.0,0.01438484428643124,0.0,124.36404932769948,0.0,metatarsalgia_risk,high
2026-01-01 06:09:00,13.766202854495178,100.48993103923921,8.887468016338634,6.977417395538143,1481.2446693897728,600,165.54738938872885,0.8984169067984075,60.06325142718343,467.3699501194815,474.98718848386926,682.5429055950101,683.4223893896252,464.58027734222634,455.84684353648515,694.9619659426746,695.215863006339,475.4169527248162,461.781529215942,708.0944107640993,683.1512943259802,577.0806083969965,577.6512374569313,582.1110467577093,3492.966462488308,3454.4051079582414,0.005550495484379003,117.58920119176229,outer heel,577.0806083969965,0.0,577.6512374569313,0.0,582.1110467577095,0.0,0.01568047335513037,0.0,122.46002211654596,0.0,metatarsalgia_risk,high
